v(g),n,v,l,d,i,e,t,n1,n2,N1,N2,result
3,51,224.0081886,0.11,9.38,23.89,2100.08,116.67,9,12,26,25,0
3,36,152.9253905,0.09,11.69,13.08,1787.32,99.3,11,8,19,17,0
6,70,332.8421252,0.08,13.2,25.22,4393.52,244.08,12,15,37,33,0
6,98,471.1207824,0.08,13.33,35.33,6281.61,348.98,10,18,50,48,0
2,26,106.2740339,0.14,7.31,14.53,777.13,43.17,9,8,13,13,0
4,59,280.5383626,0.09,11.2,25.05,3142.03,174.56,12,15,31,28,0
2,22,89.92418251,0.16,6.19,14.53,556.41,30.91,9,8,11,11,0
5,95,475,0.08,12.05,39.43,5722.62,317.92,11,21,49,46,0
2,20,80,0.16,6.43,12.44,514.28,28.57,9,7,10,10,0
4,57,267.9250639,0.09,11.57,23.15,3100.28,172.24,12,14,30,27,0
4,59,280.5383626,0.09,11.2,25.05,3142.03,174.56,12,15,31,28,0
4,59,280.5383626,0.09,11.2,25.05,3142.03,174.56,12,15,31,28,0
2,20,80,0.16,6.43,12.44,514.28,28.57,9,7,10,10,0
1,137,636.208298,0.06,16.5,38.56,10497.44,583.19,11,14,95,42,0
3,50,222.9715809,0.1,10,22.3,2229.72,123.87,11,11,30,20,0
4,76,365.3589741,0.06,17,21.49,6211.1,345.06,14,14,42,34,0
6,168,840,0.03,33.97,24.73,28535.29,1585.29,15,17,91,77,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,11,34.86917502,0.4,2.5,13.95,87.17,4.84,5,4,7,4,0
1,13,43.18506523,0.5,2,21.59,86.37,4.8,4,6,7,6,0
1,14,50.18947501,0.33,3,16.73,150.57,8.36,6,6,8,6,0
1,12,41.51317942,0.33,3,13.84,124.54,6.92,6,5,7,5,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
2,27,110.3614967,0.14,7.31,15.09,807.02,44.83,9,8,14,13,0
2,29,120.927825,0.14,7,17.28,846.49,47.03,9,9,15,14,0
2,29,120.927825,0.14,7,17.28,846.49,47.03,9,9,15,14,0
2,29,120.927825,0.14,7,17.28,846.49,47.03,9,9,15,14,0
2,29,120.927825,0.14,7,17.28,846.49,47.03,9,9,15,14,0
2,27,110.3614967,0.14,7.31,15.09,807.02,44.83,9,8,14,13,0
3,50,222.9715809,0.1,10,22.3,2229.72,123.87,11,11,30,20,0
5,81,376.1523514,0.06,15.71,23.94,5910.97,328.39,11,14,41,40,0
10,168,847.4582121,0.04,23.71,35.74,20096.87,1116.49,12,21,85,83,0
2,16,62.51024953,0.25,4,15.63,250.04,13.89,8,7,9,7,0
2,30,114.2206477,0.21,4.88,23.43,556.83,30.93,6,8,17,13,0
6,149,770.3188252,0.04,26.39,29.18,20332.36,1129.58,17,19,90,59,0
1,9,23.26466251,0.5,2,11.63,46.53,2.58,3,3,5,4,0
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,0
3,51,239.7224256,0.12,8.43,28.43,2021.66,112.31,11,15,28,23,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
1,27,110.3614967,0.5,2,55.18,220.72,12.26,4,13,14,13,0
3,31,131.6857529,0.12,8.33,15.8,1097.38,60.97,10,9,16,15,0
2,46,198.8086924,0.16,6.19,32.11,1231.08,68.39,7,13,23,23,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,37,136.9162696,0.21,4.69,29.21,641.8,35.66,5,8,22,15,0
2,15,55.50659577,0.29,3.5,15.86,194.27,10.79,7,6,9,6,0
1,27,93.4046537,0.22,4.58,20.38,428.1,23.78,5,6,16,11,0
1,11,34.86917502,0.4,2.5,13.95,87.17,4.84,5,4,7,4,0
3,51,227.4310126,0.1,10,22.74,2274.31,126.35,11,11,31,20,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,13,41.20902502,0.5,2,20.6,82.42,4.58,4,5,8,5,0
2,18,73.57433114,0.22,4.5,16.35,331.08,18.39,9,8,10,8,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
3,34,138.9737366,0.09,10.71,12.97,1489,82.72,10,7,19,15,0
3,71,337.5970127,0.05,18.31,18.44,6180.62,343.37,14,13,37,34,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,12,39.86313714,0.4,2.5,15.95,99.66,5.54,5,5,7,5,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,10,30,0.5,2,15,60,3.33,4,4,6,4,0
1,13,41.20902502,0.5,2,20.6,82.42,4.58,4,5,8,5,0
4,46,202.0466014,0.1,10,20.2,2020.47,112.25,10,11,24,22,0
3,46,210.908275,0.11,8.88,23.74,1873.84,104.1,11,13,25,21,0
5,56,266.2737001,0.07,13.46,19.78,3584.45,199.14,14,13,31,25,0
3,34,138.9737366,0.12,8.44,16.47,1172.59,65.14,9,8,19,15,0
2,19,74.23092132,0.29,3.5,21.21,259.81,14.43,7,8,11,8,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
2,19,74.23092132,0.29,3.5,21.21,259.81,14.43,7,8,11,8,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
3,29,118.5364224,0.13,7.88,15.05,933.47,51.86,9,8,15,14,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,0
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,0
3,41,185.4660402,0.13,7.69,24.11,1426.66,79.26,10,13,21,20,0
7,170,995.8567692,0.06,17.37,57.34,17296.46,960.91,20,38,104,66,0
2,16,62.51024953,0.25,4,15.63,250.04,13.89,8,7,9,7,0
2,18,72,0.19,5.14,14,370.29,20.57,9,7,10,8,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,0
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,0
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,0
2,13,46.60451251,0.33,3,15.53,139.81,7.77,6,6,7,6,0
1,41,164,0.24,4.09,40.09,670.91,37.27,5,11,23,18,0
8,318,1922.11733,0.05,19.92,96.48,38294.49,2127.47,14,52,170,148,0
5,168,861.7195468,0.03,31.64,27.24,27263.85,1514.66,17,18,101,67,0
3,50,222.9715809,0.1,10,22.3,2229.72,123.87,11,11,30,20,0
2,15,55.50659577,0.29,3.5,15.86,194.27,10.79,7,6,9,6,0
2,15,55.50659577,0.29,3.5,15.86,194.27,10.79,7,6,9,6,0
2,15,55.50659577,0.29,3.5,15.86,194.27,10.79,7,6,9,6,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
2,15,55.50659577,0.29,3.5,15.86,194.27,10.79,7,6,9,6,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,16,59.20703549,0.33,3,19.74,177.62,9.87,6,7,9,7,0
1,16,59.20703549,0.33,3,19.74,177.62,9.87,6,7,9,7,0
3,38,166.9080621,0.11,8.8,18.97,1468.79,81.6,11,10,22,16,0
3,68,303.2413501,0.08,13,23.33,3942.14,219.01,11,11,42,26,0
3,59,263.1064655,0.09,11.5,22.88,3025.72,168.1,11,11,36,23,0
2,20,80,0.16,6.43,12.44,514.28,28.57,9,7,10,10,0
1,10,30,0.5,2,15,60,3.33,4,4,6,4,0
2,20,80,0.16,6.43,12.44,514.28,28.57,9,7,10,10,0
6,105,510.0880045,0.06,15.58,32.72,7948.87,441.6,11,18,54,51,0
2,20,80,0.16,6.43,12.44,514.28,28.57,9,7,10,10,0
2,20,80,0.16,6.43,12.44,514.28,28.57,9,7,10,10,0
4,80,388.6384796,0.06,16.8,23.13,6529.13,362.73,14,15,44,36,0
2,22,89.92418251,0.16,6.19,14.53,556.41,30.91,9,8,11,11,0
5,100,504.4394119,0.07,13.71,36.78,6918.03,384.33,12,21,52,48,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
3,232,1274.109918,0.03,29.75,42.83,37904.77,2105.82,17,28,134,98,0
3,59,263.1064655,0.09,11.5,22.88,3025.72,168.1,11,11,36,23,0
3,59,263.1064655,0.09,11.5,22.88,3025.72,168.1,11,11,36,23,0
3,56,249.7281706,0.09,11,22.7,2747.01,152.61,11,11,34,22,0
3,66,294.3224868,0.08,12,24.53,3531.87,196.21,11,11,42,24,0
3,66,294.3224868,0.08,12,24.53,3531.87,196.21,11,11,42,24,0
3,40,172.8771238,0.13,8,21.61,1383.02,76.83,10,10,24,16,0
3,50,222.9715809,0.1,10,22.3,2229.72,123.87,11,11,30,20,0
3,53,236.3498758,0.1,10.5,22.51,2481.67,137.87,11,11,32,21,0
3,50,222.9715809,0.1,10,22.3,2229.72,123.87,11,11,30,20,0
3,56,249.7281706,0.09,11,22.7,2747.01,152.61,11,11,34,22,0
3,56,249.7281706,0.09,11,22.7,2747.01,152.61,11,11,34,22,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
7,113,631.1007626,0.07,14.1,44.76,8898.52,494.36,18,30,66,47,0
4,192,1094.484426,0.05,18.22,60.06,19943.94,1108,16,36,110,82,0
2,32,130.7988109,0.14,7.31,17.89,956.47,53.14,9,8,19,13,0
4,48,225.6211065,0.07,14.17,15.93,3196.3,177.57,17,9,33,15,0
8,137,752.3838742,0.04,25.6,29.39,19261.03,1070.06,20,25,73,64,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
2,16,62.51024953,0.25,4,15.63,250.04,13.89,8,7,9,7,0
2,15,55.50659577,0.33,3,18.5,166.52,9.25,6,7,8,7,0
1,11,34.86917502,0.5,2,17.43,69.74,3.87,4,5,6,5,0
4,72,342.3519002,0.08,13.2,25.94,4519.05,251.06,12,15,39,33,0
6,112,532.5474002,0.06,17.87,29.79,9519.28,528.85,11,16,60,52,0
3,55,245.268739,0.1,10.5,23.36,2575.32,143.07,11,11,34,21,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,19,65.72920075,0.3,3.33,19.72,219.1,12.17,5,6,11,8,0
3,40,169.9171005,0.11,9,18.88,1529.25,84.96,9,10,20,20,0
2,14,50.18947501,0.4,2.5,20.08,125.47,6.97,5,7,7,7,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,13,44.97261104,0.33,3,14.99,134.92,7.5,6,5,8,5,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
2,15,55.50659577,0.29,3.5,15.86,194.27,10.79,7,6,9,6,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
3,39,168.5551957,0.11,9.5,17.74,1601.27,88.96,10,10,20,19,0
1,9,27,0.5,2,13.5,54,3,4,4,5,4,0
2,16,62.51024953,0.25,4,15.63,250.04,13.89,8,7,9,7,0
3,35,151.2674833,0.1,9.78,15.47,1479.06,82.17,11,9,19,16,0
2,16,62.51024953,0.25,4,15.63,250.04,13.89,8,7,9,7,0
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,0
1,16,53.15084952,0.27,3.75,14.17,199.32,11.07,6,4,11,5,0
4,99,507.7990187,0.05,20.65,24.59,10484.56,582.48,18,17,60,39,0
6,57,264.6998028,0.04,23.38,11.32,6187.36,343.74,17,8,35,22,0
6,58,281.7628977,0.03,31.43,8.97,8855.41,491.97,22,7,38,20,0
3,22,83.76180829,0.11,8.75,9.57,732.92,40.72,10,4,15,7,0
3,29,120.927825,0.06,17.5,6.91,2116.24,117.57,15,3,22,7,0
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,0
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,0
3,22,83.76180829,0.11,8.75,9.57,732.92,40.72,10,4,15,7,0
5,195,1089.067688,0.05,21.5,50.65,23414.96,1300.83,16,32,109,86,0
18,783,5107.949012,0.02,54.57,93.6,278742.94,15485.72,21,71,414,369,0
19,423,2508.701894,0.02,43.84,57.23,109975.22,6109.73,21,40,256,167,0
23,581,3049.045885,0.01,143.69,21.22,438109.78,24339.43,22,16,372,209,0
35,1301,8643.656903,0.01,99.64,86.75,861278.67,47848.81,30,70,836,465,0
11,246,1334.86113,0.03,32.85,40.63,43855.75,2436.43,19,24,163,83,0
12,246,1326.510086,0.03,35.93,36.91,47667.85,2648.21,19,23,159,87,0
5,80,413.5940001,0.07,14.53,28.47,6009.28,333.85,19,17,54,26,0
3,101,530.0406789,0.09,10.79,49.12,5720.02,317.78,14,24,64,37,0
3,98,502.6697357,0.09,11.33,44.35,5696.92,316.5,14,21,64,34,0
4,121,664.5142247,0.09,11.5,57.78,7641.91,424.55,15,30,75,46,0
3,21,82.04470251,0.22,4.5,18.23,369.2,20.51,9,6,15,6,0
5,161,899.1789626,0.06,16.25,55.33,14611.66,811.76,16,32,96,65,0
4,38,171.8953543,0.17,5.96,28.85,1024.21,56.9,11,12,25,13,0
1,16,59.20703549,0.25,4,14.8,236.83,13.16,8,5,11,5,0
5,132,665.8600238,0.04,26.82,24.82,17860.72,992.26,16,17,75,57,0
1,21,79.95445336,0.3,3.38,23.69,269.85,14.99,6,8,12,9,0
1,17,58.81033752,0.34,2.92,20.16,171.53,9.53,5,6,10,7,0
22,256,1380.43326,0.02,56.89,24.26,78539.39,4363.3,23,19,162,94,0
16,198,998.7900356,0.02,43.8,22.8,43747,2430.39,18,15,125,73,0
7,92,451.4339348,0.04,23.54,19.18,10626.06,590.34,17,13,56,36,0
10,356,1966.388056,0.02,65.45,30.04,128709.04,7150.5,24,22,236,120,0
71,3072,19741.48533,0,418.2,47.21,8255889.43,458660.51,41,45,2154,918,0
19,955,6020.110615,0.01,71.06,84.71,427818.05,23767.67,25,54,648,307,0
6,162,1002.751579,0.02,44.24,22.66,44364.16,2464.68,40,33,89,73,0
19,314,1682.271329,0.02,51.9,32.4,87317.89,4850.99,20,21,205,109,0
4,336,1959.851045,0.04,25.62,76.51,50202.34,2789.02,18,39,225,111,0
1,16,59.20703549,0.25,4,14.8,236.83,13.16,8,5,11,5,0
7,145,805.4153835,0.06,16,50.34,12886.65,715.92,16,31,83,62,0
1,16,55.3509059,0.11,9,6.15,498.16,27.68,9,2,12,4,0
1,6,15.509775,0.5,2,7.75,31.02,1.72,4,2,4,2,0
2,22,73.08241809,0.15,6.75,10.83,493.31,27.41,6,4,13,9,0
4,99,447.8326336,0.05,21.27,21.05,9526.62,529.26,12,11,60,39,0
3,29,129.3235169,0.1,9.64,13.41,1247.05,69.28,15,7,20,9,0
3,31,124,0.13,7.71,16.07,956.57,53.14,9,7,19,12,0
6,104,524.6169884,0.04,23.75,22.09,12459.65,692.2,19,14,69,35,0
3,31,124,0.13,7.71,16.07,956.57,53.14,9,7,19,12,0
6,104,524.6169884,0.04,23.75,22.09,12459.65,692.2,19,14,69,35,0
2,21,82.04470251,0.27,3.67,22.38,300.83,16.71,6,9,10,11,0
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,0
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,0
2,95,470.6486495,0.08,12.1,38.9,5694.85,316.38,11,20,51,44,0
4,52,241.4805219,0.14,7.33,32.93,1770.86,98.38,10,15,30,22,0
2,30,129.6578428,0.12,8.25,15.72,1069.68,59.43,12,8,19,11,0
4,103,519.5725943,0.04,26.4,19.68,13716.72,762.04,18,15,59,44,0
1,36,147.1486623,0.12,8.44,17.44,1241.57,68.98,9,8,21,15,0
3,58,272.6255037,0.09,11.57,23.56,3154.67,175.26,12,14,31,27,0
8,102,531.3642433,0.05,21.64,24.56,11498.13,638.79,19,18,61,41,0
1,221,1142.553425,0.08,12.91,88.48,14754.7,819.71,7,29,114,107,0
2,111,515.4680371,0.04,24.92,20.69,12843.75,713.54,13,12,65,46,0
19,572,3605.762588,0.02,45.37,79.47,163594.78,9088.6,25,54,376,196,0
23,400,2257.542476,0.01,98.04,23.03,221333.23,12296.29,26,24,219,181,0
8,204,1196.315114,0.04,24.14,49.09,28592.9,1588.49,19,37,112,94,0
14,185,970.86659,0.04,23.15,41.93,22477.67,1248.76,15,23,114,71,0
5,59,266.8901554,0.06,16.32,16.34,4359.21,242.18,14,9,38,21,0
1,13,41.20902502,0.32,3.12,13.19,128.78,7.15,5,4,8,5,0
3,54,259.5971658,0.13,7.76,33.43,2015.7,111.98,11,17,30,24,0
2,25,89.62406252,0.16,6.3,14.23,564.63,31.37,7,5,16,9,0
19,760,4719.184558,0.02,64.06,73.65,302377.38,16798.74,20,54,414,346,0
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,0
11,210,1172.842125,0.04,26.21,44.75,30736.55,1707.59,19,29,130,80,0
6,101,463.0812126,0.02,40.83,11.34,18909.15,1050.51,15,9,52,49,0
1,2,2,0,0,0,0,0,2,0,2,0,0
6,111,527.7925127,0.03,35.7,14.78,18842.19,1046.79,17,10,69,42,0
20,914,6198.162778,0.02,58.74,105.51,364106.03,20228.11,24,86,493,421,0
15,747,4930.134893,0.02,62.8,78.5,309626.36,17201.46,26,71,404,343,0
6,154,882.09975,0.05,20.3,43.45,17909.3,994.96,20,33,87,67,0
4,144,771.4874887,0.06,16.07,48,12400.95,688.94,14,27,82,62,0
10,328,1483.728322,0.01,137.14,10.82,203482.74,11304.6,16,7,208,120,0
4,213,1220.047057,0.05,20.76,58.78,25324.22,1406.9,16,37,117,96,0
5,321,1911.297016,0.04,28.33,67.46,54153.42,3008.52,17,45,171,150,0
7,318,1900.775016,0.04,25.87,73.47,49177.5,2732.08,16,47,166,152,0
3,90,465.2932501,0.08,11.87,39.2,5522.83,306.82,13,23,48,42,0
3,37,154.2872251,0.16,6.4,24.11,987.44,54.86,8,10,21,16,0
6,138,770.7248251,0.05,21.43,35.97,16515.52,917.53,20,28,78,60,0
2,7,18.09473751,0.5,2,9.05,36.19,2,4,2,5,2,0
2,20,74.00879436,0.16,6.4,11.56,473.66,26.31,8,5,12,8,0
5,185,1044.113395,0.04,22.78,45.83,23786.21,1321.46,18,32,104,81,0
4,267,1499.127528,0.04,22.93,65.37,34375.83,1909.77,13,36,140,127,0
13,535,2903.051644,0.01,112.64,25.77,326989.18,18166.07,21,22,299,236,0
3,57,254.1876023,0.12,8.33,30.5,2118.23,117.68,10,12,37,20,0
1,28,109.3929367,0.42,2.36,46.28,258.57,14.36,4,11,15,13,0
15,177,966.3193965,0.1,9.83,98.27,9502.14,527.9,11,33,118,59,0
1,41,164,0.19,5.4,30.37,885.6,49.2,6,10,23,18,0
8,419,2287.501848,0.01,69.54,32.89,159072.88,8837.38,19,25,236,183,0
3,140,723.7895002,0.05,20.36,35.54,14738.99,818.83,14,22,76,64,0
1,6,15.509775,0.5,2,7.75,31.02,1.72,4,2,4,2,0
7,184,1048.880908,0.06,15.47,67.78,16230.05,901.67,14,38,100,84,0
4,135,723.2695206,0.05,19.2,37.67,13886.77,771.49,16,25,75,60,0
2,28,112,0.34,2.95,37.91,330.91,18.38,5,11,15,13,0
7,82,433.4029819,0.06,15.86,27.33,6872.53,381.81,18,21,45,37,0
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,0
50,435,2558.949726,0.04,26.42,96.85,67608.61,3756.03,15,44,280,155,0
1,30,114.2206477,0.33,3,38.07,342.66,19.04,4,10,15,15,0
20,480,2680.782,0.02,64.16,41.78,172002.43,9555.69,17,31,246,234,0
1,29,118.5364224,0.26,3.85,30.79,456.37,25.35,7,10,18,11,0
1,57,254.1876023,0.16,6.07,41.9,1542.07,85.67,7,15,31,26,0
2,27,105.4860461,0.33,3,35.16,316.46,17.58,6,9,18,9,0
6,98,541.3090717,0.08,12.31,43.97,6663.7,370.21,17,29,56,42,0
3,108,507.6474896,0.05,20.42,24.86,10364.47,575.8,14,12,73,35,0
2,10,30,0.3,3.33,9,100,5.56,5,3,6,4,0
4,39,171.3003795,0.09,11.33,15.11,1941.4,107.86,12,9,22,17,0
2,22,81.4096738,0.16,6.4,12.72,521.02,28.95,8,5,14,8,0
1,33,142.6236271,0.17,5.73,24.9,816.84,45.38,9,11,19,14,0
4,24,100.0782,0.12,8.64,11.58,864.96,48.05,11,7,13,11,0
1,8,24,0.4,2.5,9.6,60,3.33,5,3,5,3,0
23,709,4345.661659,0.02,47.11,92.24,204728.95,11373.83,16,54,391,318,0
2,26,114.200253,0.14,7.31,15.62,835.09,46.39,13,8,17,9,0
2,74,343.645358,0.22,4.5,76.37,1546.4,85.91,5,20,38,36,0
2,31,131.6857529,0.15,6.67,19.75,877.91,48.77,10,9,19,12,0
2,31,131.6857529,0.15,6.67,19.75,877.91,48.77,10,9,19,12,0
3,45,208.9735285,0.07,14.22,14.69,2972.07,165.11,16,9,29,16,0
1,5,11.60964047,0.67,1.5,7.74,17.41,0.97,3,2,3,2,0
5,77,391.7346388,0.05,20.9,18.74,8187.25,454.85,19,15,44,33,0
2,37,154.2872251,0.18,5.41,28.52,834.55,46.36,7,11,20,17,0
2,37,154.2872251,0.18,5.41,28.52,834.55,46.36,7,11,20,17,0
3,50,232.1928095,0.11,9.23,25.15,2143.32,119.07,12,13,30,20,0
5,48,196.1982164,0.08,11.81,16.61,2317.59,128.75,9,8,27,21,0
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,0
12,214,1225.774977,0.02,45.74,26.8,56067.86,3114.88,26,27,119,95,0
5,94,470,0.06,17.21,27.32,8086.76,449.26,15,17,55,39,0
10,129,724.2975699,0.05,20.63,35.12,14938.64,829.92,21,28,74,55,0
2,54,253.8237448,0.08,12.5,20.31,3172.8,176.27,13,13,29,25,0
12,149,798.2752487,0.04,25.43,31.39,20303.96,1128,18,23,84,65,0
1,11,36.54120904,0.29,3.5,10.44,127.89,7.11,7,3,8,3,0
5,137,769.2152486,0.05,19,40.49,14615.09,811.95,19,30,77,60,0
2,34,138.9737366,0.13,7.88,17.65,1094.42,60.8,9,8,20,14,0
3,45,183.9358279,0.11,8.89,20.69,1634.99,90.83,8,9,25,20,0
12,268,1563.214524,0.02,58,26.95,90666.44,5037.02,29,28,156,112,0
6,83,394.6556627,0.07,13.6,29.02,5367.32,298.18,12,15,49,34,0
8,137,702.7117733,0.03,33.33,21.08,23423.73,1301.32,20,15,87,50,0
2,21,75.28421252,0.22,4.5,16.73,338.78,18.82,6,6,12,9,0
8,127,646.1077808,0.03,29.77,21.71,19232.47,1068.47,19,15,80,47,0
6,97,455.9426527,0.03,31.17,14.63,14210.21,789.46,17,9,64,33,0
6,209,1112.282972,0.03,33.15,33.56,36868.91,2048.27,23,17,160,49,0
6,128,651.1952437,0.05,19.34,33.67,12595.49,699.75,15,19,79,49,0
6,192,1014.797226,0.03,31.63,32.09,32092.96,1782.94,23,16,148,44,0
9,133,692.8572976,0.03,29.84,23.22,20676.32,1148.68,18,19,70,63,0
16,441,2583.369619,0.02,54.6,47.31,141051.98,7836.22,28,30,324,117,0
6,75,364.3485746,0.06,16.07,22.67,5855.6,325.31,15,14,45,30,0
6,86,426.0608827,0.05,20.8,20.48,8862.07,492.34,16,15,47,39,0
6,86,421.9925912,0.05,19.5,21.64,8228.86,457.16,15,15,47,39,0
9,271,1479.505969,0.04,27.16,54.48,40176.24,2232.01,15,29,166,105,0
8,97,493.4838956,0.04,24.07,20.5,11876.51,659.81,19,15,59,38,0
3,35,153.7311098,0.09,10.67,14.41,1639.8,91.1,12,9,19,16,0
2,27,108,0.18,5.5,19.64,594,33,8,8,16,11,0
10,151,786.6274582,0.03,31.18,25.23,24524.27,1362.46,20,17,98,53,0
6,195,1030.653433,0.03,32.34,31.87,33335.19,1851.96,23,16,150,45,0
4,121,630.3438572,0.04,24.81,25.41,15636.03,868.67,19,18,74,47,0
6,94,474.1730472,0.05,19.76,23.99,9371.89,520.65,16,17,52,42,0
14,309,1743.951563,0.01,71.5,24.39,124692.54,6927.36,26,24,177,132,0
5,73,350.9369093,0.05,18.46,19.01,6478.84,359.94,15,13,41,32,0
6,80,380.3910002,0.07,14.86,25.6,5651.52,313.97,13,14,48,32,0
3,39,176.4189163,0.09,11.7,15.08,2064.1,114.67,13,10,21,18,0
2,30,127.4378254,0.15,6.67,19.12,849.59,47.2,10,9,18,12,0
3,17,60.94436251,0.17,6,10.16,365.67,20.31,8,4,11,6,0
12,126,656.3911241,0.06,17.39,37.75,11412.25,634.01,15,22,75,51,0
4,51,230.7016598,0.1,10.36,22.26,2390.91,132.83,12,11,32,19,0
3,21,84,0.15,6.67,12.6,560,31.11,10,6,13,8,0
4,47,209.5932861,0.14,7.08,29.59,1484.62,82.48,10,12,30,17,0
3,21,84,0.15,6.67,12.6,560,31.11,10,6,13,8,0
20,237,1234.640448,0.02,44.33,27.85,54735.73,3040.87,19,18,153,84,0
24,369,2170.695285,0.02,45.68,47.52,99158.57,5508.81,23,36,226,143,0
28,391,2228.87193,0.02,49.79,44.77,110976.25,6165.35,21,31,244,147,0
3,21,84,0.15,6.67,12.6,560,31.11,10,6,13,8,0
3,21,84,0.15,6.67,12.6,560,31.11,10,6,13,8,0
15,100,432.1928095,0.08,12.33,35.04,5330.38,296.13,8,12,63,37,0
7,66,302.607525,0.04,22.4,13.51,6778.41,376.58,14,10,34,32,0
53,344,2023.629209,0.04,23.48,86.2,47507.1,2639.28,17,42,228,116,0
4,44,199.0367261,0.11,8.73,22.81,1737.05,96.5,12,11,28,16,0
4,44,199.0367261,0.11,8.73,22.81,1737.05,96.5,12,11,28,16,0
4,54,264.9720922,0.07,14.25,18.59,3775.85,209.77,18,12,35,19,0
3,21,84,0.15,6.67,12.6,560,31.11,10,6,13,8,0
4,29,125.3359148,0.12,8.25,15.19,1034.02,57.45,12,8,18,11,0
14,75,404.4238067,0.1,10.45,38.68,4228.07,234.89,20,22,52,23,0
7,156,786.9254826,0.06,17.43,45.15,13714.99,761.94,12,21,95,61,0
2,22,83.76180829,0.15,6.67,12.56,558.41,31.02,8,6,12,10,0
4,125,660.6752774,0.07,14.84,44.52,9804.42,544.69,14,25,72,53,0
3,24,96,0.16,6.43,14.93,617.14,34.29,9,7,14,10,0
5,108,549.4459869,0.06,15.79,34.8,8675.46,481.97,15,19,68,40,0
3,47,242.8990498,0.12,8.13,28.1,1855.14,103.06,13,16,29,21,0
4,33,125.6427124,0.08,12.6,9.97,1583.1,87.95,9,5,19,14,0
6,94,489.6886164,0.07,14.86,32.96,7275.37,404.19,16,21,55,39,0
11,152,773.2943519,0.04,23.8,32.49,18404.41,1022.47,14,20,84,68,0
